id,ubicacion,cifra,contexto,fuente_archivo,metodo_calculo,fecha_corte,estado,notas
E18-002,pagina-estado Nayarit · KPI,157,homicidio doloso 2025 · Nayarit,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_hd] fila clave_ent=18. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"0.79% del nacional (19,987 en 32 estados). Aparece en KPI de la página-estado."
E18-003,pagina-estado Nayarit · tabla,262,homicidio culposo 2025 · Nayarit,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_hc] fila clave_ent=18. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"1.55% del nacional (16,945 en 32 estados). Aparece en tabla de la página-estado."
E18-004,pagina-estado Nayarit · KPI,10,feminicidio 2025 · Nayarit,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_feminicidio] fila clave_ent=18. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,1.41% del nacional (711 en 32 estados). Aparece en KPI de la página-estado.
E18-005,pagina-estado Nayarit · KPI,47,extorsión 2025 · Nayarit,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_extorsion] fila clave_ent=18. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"0.45% del nacional (10,507 en 32 estados). Aparece en KPI de la página-estado."
E18-006,pagina-estado Nayarit · tabla,7,secuestro 2025 · Nayarit,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_secuestro] fila clave_ent=18. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,1.51% del nacional (464 en 32 estados). Aparece en tabla de la página-estado.
E18-007,pagina-estado Nayarit · tabla,569,narcomenudeo 2025 · Nayarit,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_narcomenudeo] fila clave_ent=18. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"0.55% del nacional (104,207 en 32 estados). Aparece en tabla de la página-estado."
E18-008,pagina-estado Nayarit · KPI,"2,058",violencia familiar 2025 · Nayarit,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_violencia_familiar] fila clave_ent=18. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"0.77% del nacional (266,760 en 32 estados). Aparece en KPI de la página-estado."
E18-009,pagina-estado Nayarit · tabla,"1,220",robo (amplio · incluye allanamiento) 2025 · Nayarit,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_robo_amplio] fila clave_ent=18. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"0.26% del nacional (474,378 en 32 estados). Aparece en tabla de la página-estado."
E18-010,pagina-estado Nayarit · tabla,733,lesiones dolosas 2025 · Nayarit,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_lesiones_dolosas] fila clave_ent=18. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"0.47% del nacional (156,623 en 32 estados). Aparece en tabla de la página-estado."
E18-011,pagina-estado Nayarit · tabla,259,abuso sexual 2025 · Nayarit,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_abuso_sexual] fila clave_ent=18. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"0.78% del nacional (33,050 en 32 estados). Aparece en tabla de la página-estado."
E18-012,pagina-estado Nayarit · tabla,304,violación 2025 · Nayarit,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_violacion] fila clave_ent=18. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"1.50% del nacional (20,280 en 32 estados). Aparece en tabla de la página-estado."
E18-013,pagina-estado Nayarit · tabla,621,amenazas 2025 · Nayarit,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_amenazas] fila clave_ent=18. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"0.45% del nacional (138,874 en 32 estados). Aparece en tabla de la página-estado."
E18-014,pagina-estado Nayarit · gráfico serie HD,83/40/250/329/168/159/201/150/120/144/157,Serie homicidio doloso 2015-2025 · Nayarit,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,panorama_estatal_32.csv columnas serie_hd_2015..serie_hd_2025 fila clave_ent=18. base estatal única corte abr-2026 (11 años).,2025-12 (corte abr-2026),VERIFICADO_AGREGADO,Min: 40 · Max: 329 · Var %: -52.3% del pico
E18-015,pagina-estado Nayarit · ranking nacional,#29 de 32,Ranking nacional total carpetas 2025 · Nayarit,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,panorama_estatal_32.csv columna [sesnsp_2025_total].rank(ascending=False) → posición de clave_ent=18,2025-12 (corte abr-2026),VERIFICADO_AGREGADO,1 = mayor incidencia · 32 = menor
E18-016,pagina-estado Nayarit · ranking nacional,#23 de 32,Ranking nacional homicidio doloso 2025 · Nayarit,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,panorama_estatal_32.csv columna [sesnsp_2025_hd].rank(ascending=False) → posición de clave_ent=18,2025-12 (corte abr-2026),VERIFICADO_AGREGADO,1 = mayor incidencia · 32 = menor
E18-017,pagina-estado Nayarit · ranking nacional,#27 de 32,Ranking nacional extorsión 2025 · Nayarit,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,panorama_estatal_32.csv columna [sesnsp_2025_extorsion].rank(ascending=False) → posición de clave_ent=18,2025-12 (corte abr-2026),VERIFICADO_AGREGADO,1 = mayor incidencia · 32 = menor
E18-018,pagina-estado Nayarit · ranking nacional,#23 de 32,Ranking nacional feminicidio 2025 · Nayarit,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,panorama_estatal_32.csv columna [sesnsp_2025_feminicidio].rank(ascending=False) → posición de clave_ent=18,2025-12 (corte abr-2026),VERIFICADO_AGREGADO,1 = mayor incidencia · 32 = menor
E18-019,pagina-estado Nayarit · ranking nacional,#27 de 32,Ranking nacional violencia familiar 2025 · Nayarit,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,panorama_estatal_32.csv columna [sesnsp_2025_violencia_familiar].rank(ascending=False) → posición de clave_ent=18,2025-12 (corte abr-2026),VERIFICADO_AGREGADO,1 = mayor incidencia · 32 = menor
E18-020,pagina-estado Nayarit · panel RNPDNO,"2,017",RNPDNO desaparecidos activos · Nayarit · al 3-jun-2026,BASES_NACIONALES/panorama_estatal_32.csv + EXCEL - SEGURIDAD MORELOS/NUEVOS REPORTES DESAPARICIONES/activos_por_entidad.csv,panorama_estatal_32.csv columna [rnpdno_desaparecidos] fila clave_ent=18. Mapeo nombre INEGI → alias RNPDNO. Fuente primaria: dashboard oficial post-reforma RNPDNO.,2026-06-03,VERIFICADO_AGREGADO,
E18-021,pagina-estado Nayarit · panel RNPDNO,217,RNPDNO no localizados · Nayarit · al 3-jun-2026,BASES_NACIONALES/panorama_estatal_32.csv + EXCEL - SEGURIDAD MORELOS/NUEVOS REPORTES DESAPARICIONES/activos_por_entidad.csv,panorama_estatal_32.csv columna [rnpdno_no_localizados] fila clave_ent=18. Mapeo nombre INEGI → alias RNPDNO. Fuente primaria: dashboard oficial post-reforma RNPDNO.,2026-06-03,VERIFICADO_AGREGADO,
E18-022,pagina-estado Nayarit · panel RNPDNO,"2,621",RNPDNO localizados con vida · Nayarit · al 3-jun-2026,BASES_NACIONALES/panorama_estatal_32.csv + EXCEL - SEGURIDAD MORELOS/NUEVOS REPORTES DESAPARICIONES/activos_por_entidad.csv,panorama_estatal_32.csv columna [rnpdno_loc_con_vida] fila clave_ent=18. Mapeo nombre INEGI → alias RNPDNO. Fuente primaria: dashboard oficial post-reforma RNPDNO.,2026-06-03,VERIFICADO_AGREGADO,
E18-023,pagina-estado Nayarit · panel RNPDNO,266,RNPDNO localizados sin vida · Nayarit · al 3-jun-2026,BASES_NACIONALES/panorama_estatal_32.csv + EXCEL - SEGURIDAD MORELOS/NUEVOS REPORTES DESAPARICIONES/activos_por_entidad.csv,panorama_estatal_32.csv columna [rnpdno_loc_sin_vida] fila clave_ent=18. Mapeo nombre INEGI → alias RNPDNO. Fuente primaria: dashboard oficial post-reforma RNPDNO.,2026-06-03,VERIFICADO_AGREGADO,
E18-024,pagina-estado Nayarit · panel RNPDNO,"2,234",RNPDNO activos totales (desap + no loc) · Nayarit · al 3-jun-2026,BASES_NACIONALES/panorama_estatal_32.csv + EXCEL - SEGURIDAD MORELOS/NUEVOS REPORTES DESAPARICIONES/activos_por_entidad.csv,panorama_estatal_32.csv columna [rnpdno_activos_total] fila clave_ent=18. Mapeo nombre INEGI → alias RNPDNO. Fuente primaria: dashboard oficial post-reforma RNPDNO.,2026-06-03,VERIFICADO_AGREGADO,1.67% del nacional
E18-025,pagina-estado Nayarit · ranking nacional RNPDNO,#17 de 32,Ranking nacional desaparecidos activos · Nayarit,BASES_NACIONALES/panorama_estatal_32.csv + EXCEL - SEGURIDAD MORELOS/NUEVOS REPORTES DESAPARICIONES/activos_por_entidad.csv,panorama_estatal_32.csv columna [rnpdno_activos_total].rank(ascending=False) → posición clave_ent=18,2026-06-03,VERIFICADO_AGREGADO,1 = mayor número de activos · 32 = menor
E18-026,pagina-estado Nayarit · KPI 2026 parcial,"3,373",Carpetas SESNSP 2026 parcial (ene-abr) · Nayarit,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_RNID_2026/RNID-Delitos_Estatal-2026-abr2026.csv,panorama_estatal_32.csv columna [sesnsp_2026_parcial_total] fila clave_ent=18. RNID estatal 2026 corte abr-2026 · sum(Enero..Abril) por Clave_Ent · CON desglose por subtipo,2026-04 (corte abr-2026),VERIFICADO_AGREGADO,"0.52% del nacional T1 (652,342). Ritmo anualizado ×3 = 10,119 → -8.0% vs total 2025. Con desglose completo por subtipo (RNID estatal)."
E18-027,pagina-estado Nayarit · denominador tasas,"1,324,282",Población a mitad de año 2025 · Nayarit,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/poblacion_estatal_conapo.csv (CONAPO pry23 · conapo.segob.gob.mx),"CONAPO pry23 00_Pob_Mitad_1950_2070.csv · sum(POBLACION) WHERE ANIO=2025 AND CVE_GEO=18 (todas edades y sexos). Validado: suma 32 entidades == nacional CVE_GEO=0 (133,367,428 · diff 0)",2025 (proyección pry23),VERIFICADO_AGREGADO,Denominador oficial para todas las tasas /100K del estado
E18-028,pagina-estado Nayarit · KPI tasa,11.86,tasa homicidio doloso por 100K hab 2025 · Nayarit,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/poblacion_estatal_conapo.csv (CONAPO pry23 · conapo.segob.gob.mx),"panorama [sesnsp_2025_hd] (157) / poblacion_2025 (1,324,282) × 100,000 = 11.86",2024,VERIFICADO_AGREGADO,Ranking nacional por tasa: #13 de 32 (1 = mayor tasa)
E18-029,pagina-estado Nayarit · KPI tasa,0.755,"tasa feminicidio por 100K hab 2025 (poblacion total, declarado) · Nayarit",BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/poblacion_estatal_conapo.csv (CONAPO pry23 · conapo.segob.gob.mx),"panorama [sesnsp_2025_feminicidio] (10) / poblacion_2025 (1,324,282) × 100,000 = 0.755",2024,VERIFICADO_AGREGADO,Ranking nacional por tasa: #9 de 32 (1 = mayor tasa)
E18-030,pagina-estado Nayarit · KPI tasa,830.1,tasa total carpetas por 100K hab 2025 · Nayarit,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/poblacion_estatal_conapo.csv (CONAPO pry23 · conapo.segob.gob.mx),"panorama [sesnsp_2025_total] (10,993) / poblacion_2025 (1,324,282) × 100,000 = 830.1",2024,VERIFICADO_AGREGADO,Ranking nacional por tasa: #26 de 32 (1 = mayor tasa)
E18-031,pagina-estado Nayarit · KPI tasa,168.7,tasa desaparecidos activos por 100K hab · Nayarit,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/poblacion_estatal_conapo.csv (CONAPO pry23 · conapo.segob.gob.mx),"panorama [rnpdno_activos_total] (2,234) / poblacion_2025 (1,324,282) × 100,000 = 168.7",2024,VERIFICADO_AGREGADO,Ranking nacional por tasa: #6 de 32 (1 = mayor tasa)
E18-032,pagina-estado Nayarit · KPI tasa,0.529,tasa secuestro por 100K hab 2025 · Nayarit,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/poblacion_estatal_conapo.csv (CONAPO pry23 · conapo.segob.gob.mx),"panorama [sesnsp_2025_secuestro] (7) / poblacion_2025 (1,324,282) × 100,000 = 0.529",2024,VERIFICADO_AGREGADO,Ranking nacional por tasa: #7 de 32 (1 = mayor tasa)
E18-033,pagina-estado Nayarit · KPI tasa,155.4,tasa violencia familiar por 100K hab 2025 · Nayarit,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/poblacion_estatal_conapo.csv (CONAPO pry23 · conapo.segob.gob.mx),"panorama [sesnsp_2025_violencia_familiar] (2,058) / poblacion_2025 (1,324,282) × 100,000 = 155.4",2024,VERIFICADO_AGREGADO,Ranking nacional por tasa: #21 de 32 (1 = mayor tasa)
E18-034,pagina-estado Nayarit · KPI tasa,22.96,tasa violacion (simple+equiparada) por 100K hab 2025 · Nayarit,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/poblacion_estatal_conapo.csv (CONAPO pry23 · conapo.segob.gob.mx),"panorama [sesnsp_2025_violacion] (304) / poblacion_2025 (1,324,282) × 100,000 = 22.96",2024,VERIFICADO_AGREGADO,Ranking nacional por tasa: #7 de 32 (1 = mayor tasa)
E19-001,pagina-estado Nuevo León · KPI,"76,585",total carpetas SESNSP 2025 · Nuevo León,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_total] fila clave_ent=19. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"3.80% del nacional (2,016,723 en 32 estados). Aparece en KPI de la página-estado."
E19-002,pagina-estado Nuevo León · KPI,726,homicidio doloso 2025 · Nuevo León,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_hd] fila clave_ent=19. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"3.63% del nacional (19,987 en 32 estados). Aparece en KPI de la página-estado."
E19-003,pagina-estado Nuevo León · tabla,513,homicidio culposo 2025 · Nuevo León,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_hc] fila clave_ent=19. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"3.03% del nacional (16,945 en 32 estados). Aparece en tabla de la página-estado."
E19-004,pagina-estado Nuevo León · KPI,15,feminicidio 2025 · Nuevo León,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_feminicidio] fila clave_ent=19. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,2.11% del nacional (711 en 32 estados). Aparece en KPI de la página-estado.
E19-005,pagina-estado Nuevo León · KPI,940,extorsión 2025 · Nuevo León,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_extorsion] fila clave_ent=19. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"8.95% del nacional (10,507 en 32 estados). Aparece en KPI de la página-estado."
E19-006,pagina-estado Nuevo León · tabla,16,secuestro 2025 · Nuevo León,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_secuestro] fila clave_ent=19. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,3.45% del nacional (464 en 32 estados). Aparece en tabla de la página-estado.
E19-007,pagina-estado Nuevo León · tabla,"8,636",narcomenudeo 2025 · Nuevo León,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_narcomenudeo] fila clave_ent=19. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"8.29% del nacional (104,207 en 32 estados). Aparece en tabla de la página-estado."
